SocialCue,ImageOrder,Participant_Gender,imageName,describeImage,judgement,character,appearance,WC,Sixltr,ppron,i,we,you,shehe,they,verb,adj,affect,posemo,negemo,social,family,friend,female,male,bio,body,health,sexual,ingest,work,leisure,home,money,relig,death,StrongNeg,StrongPos,WeakNeg,WeakPos,StrongSub,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
0,1,1,Barman - BM,This is a young man who appears to be a bartender and has made some mixed drinks.,0,0,1,17,11.76,0,0,0,0,0,0,29.41,11.76,0,0,0,11.76,0,0,0,5.88,5.88,0,0,0,5.88,0,5.88,0,0,0,0,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0
0,1,1,Barman - BM,There is a black male behind the bar counter holding some fruit in front of a bunch of different cocktails. ,0,0,1,20,20,0,0,0,0,0,0,5,5,0,0,0,5,0,0,0,5,15,0,0,0,15,0,10,0,0,0,0,0,0,10,0,0,5,5,0,0,0,0,0,0,0,0,0,0
0,1,1,Barman - BM,"This is a bartender with brown skin, brown eyes, and black hair. He has nice eyes and a nice smile. He looks like is in very good shape and has muscular arms. I am bad at guessing age, but I would g",1,1,1,42,7.14,9.52,4.76,0,0,4.76,0,23.81,11.9,11.9,9.52,2.38,4.76,0,0,0,4.76,11.9,11.9,0,0,0,0,0,0,0,0,0,2.38,9.52,2.38,2.38,11.9,14.29,7.14,7.14,0,0,0,0,0,0,0,0,0
0,1,1,Barman - BM,"He is a young, black male with a bright smile. He is holding two fruit in his left hand and has his right hand folded under his left. He is standing behind a counter that has numerous cocktail drink",1,1,1,39,12.82,15.38,0,0,0,15.38,0,17.95,5.13,5.13,5.13,0,17.95,0,0,0,17.95,12.82,5.13,0,0,7.69,0,5.13,0,0,0,0,0,2.56,2.56,5.13,5.13,7.69,5.13,2.56,0,0,0,0,0,0,0,0,0
0,1,1,Barman - BM,An African American male holding fruit in his right hand and has his other arm crossed under with a black apron and white shirt. He is smiling and is standing behind a drink counter with several dri,0,1,1,37,21.62,8.11,0,0,0,8.11,0,8.11,2.7,2.7,2.7,0,10.81,0,0,0,10.81,13.51,8.11,0,0,5.41,0,2.7,0,0,0,0,0,2.7,2.7,5.41,5.41,2.7,2.7,0,0,0,0,0,0,0,0,0,0
0,1,1,Barman - BM,A guy is standing in front of alcoholic drinks and is a hold a couple pieces of fruit with his arms crossed. ,0,0,0,22,13.64,4.55,0,0,0,4.55,0,9.09,0,0,0,0,9.09,0,4.55,0,9.09,18.18,4.55,4.55,0,13.64,0,9.09,0,0,0,0,0,0,0,0,0,4.55,4.55,0,0,0,0,0,0,0,0,0,0
0,1,1,Barman - BM,a young black man with a white long-sleeved shirt and wearing a black apron is standing behind a bar holding fruits in his hand. they appear to be mangos or oranges. in front of him is a tray of dif,0,0,1,41,12.2,7.32,0,0,0,4.88,2.44,12.2,4.88,0,0,0,9.76,0,0,0,7.32,12.2,7.32,0,0,4.88,0,2.44,0,0,0,0,2.44,0,7.32,2.44,2.44,7.32,4.88,0,0,0,0,0,2.44,0,0,0,0
0,1,1,Barman - BW,Bartender,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,Barman - BW,A female bartender pouring a drink.,0,0,0,6,33.33,0,0,0,0,0,0,0,16.67,0,0,0,16.67,0,0,16.67,0,16.67,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0
0,1,1,Barman - BW,"A bartender is pouring liquor into a shaker cup.  She seems to be concentrating on how much liquor she is pouring in.  There are bottles on the bar, and you can see some sort of entertainer on a sta",0,1,0,39,15.38,7.69,0,0,2.56,5.13,0,15.38,0,5.13,2.56,2.56,7.69,0,0,5.13,0,7.69,0,0,0,7.69,0,10.26,0,0,0,0,0,0,2.56,0,0,7.69,5.13,2.56,0,0,0,0,0,0,0,0,0
0,1,1,Barman - BW,A female in a dress pouring alcohol into a stainless steel tumbler. She is looking down at the tumbler as she pours. ,0,0,1,22,27.27,9.09,0,0,0,9.09,0,9.09,9.09,0,0,0,13.64,0,0,13.64,0,4.55,0,4.55,0,4.55,0,4.55,0,0,0,0,0,0,4.55,4.55,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0
0,1,1,Barman - BW,"This woman is a bartender too. She has brown skin and dark brown or black hair. She appears to be fit. and likes to look goo. You can tell by her make up , nails and jewelry. ",0,1,1,36,8.33,11.11,0,0,2.78,8.33,0,22.22,5.56,2.78,2.78,0,16.67,0,0,11.11,0,2.78,2.78,0,0,0,0,0,0,0,0,0,0,2.78,8.33,0,2.78,16.67,13.89,2.78,0,0,0,0,0,0,0,0,0
0,1,1,Barman - BW,A woman that is mixing a drink in a bar.,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,10,0,20,0,0,0,20,0,20,0,0,0,0,0,0,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0
0,1,1,Barman - BW,There is an African American woman in a white and black designed dress. She is looking upset as she pours a drink. It looks like she is in some kind of club setting.,0,1,1,32,18.75,9.38,0,0,0,9.38,0,15.62,9.38,3.12,0,3.12,12.5,0,0,12.5,0,3.12,0,0,0,3.12,0,6.25,0,0,0,0,0,6.06,6.06,3.03,6.06,9.09,9.09,0,0,0,0,0,0,0,0,0,0
0,1,1,Barman - WM,Bartender,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,Barman - WM,A bartender posing for a picture behind the bar.,0,0,0,9,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,11.11,0,11.11,0,0,0,0,0,0,11.11,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0
0,1,1,Barman - WM,"A bartender is standing behind the bar, smiling.  There is a tray of liqueurs next to him.  The wall behind him holds several shelves of liquor, and you can see the entrance off to the left. ",0,1,0,36,19.44,8.33,0,0,2.78,5.56,0,11.11,2.78,2.78,2.78,0,8.33,0,0,0,5.56,5.56,0,0,0,5.56,0,5.56,0,0,0,0,0,2.78,2.78,2.78,2.78,13.89,8.33,5.56,0,0,0,0,0,0,0,0,0
0,1,1,Barman - WM,A white male wearing an apron standing behind a bar counter smiling. ,0,1,1,12,33.33,0,0,0,0,0,0,8.33,8.33,8.33,8.33,0,8.33,0,0,0,8.33,16.67,8.33,0,0,8.33,0,8.33,0,0,0,0,0,8.33,8.33,8.33,8.33,8.33,8.33,0,0,0,0,0,0,0,0,0,0
0,1,1,Barman - WM,"This bartender looks like he smiles a lot. he has brown hair, pale skin and light eyes, though I cannot determine the color.He is dressed nicely.",0,1,1,27,11.11,14.81,3.7,0,0,11.11,0,22.22,3.7,7.41,7.41,0,11.11,0,0,0,11.11,7.41,7.41,0,0,0,0,0,0,0,0,0,0,7.41,3.7,3.7,7.41,18.52,11.11,7.41,0,0,0,0,0,0,0,0,0
0,1,1,Barman - WM,A guy that is standing smiling while he is a bartender,0,1,0,11,27.27,9.09,0,0,0,9.09,0,18.18,0,9.09,9.09,0,18.18,0,9.09,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,Barman - WM,There is a Caucasian male with a smile standing behind a bar counter. He has a cup on the counter to the left and drinks lined across the front and a wall od drinks behind him. ,0,1,1,36,11.11,5.56,0,0,0,5.56,0,8.33,0,2.78,2.78,0,8.33,0,0,0,8.33,8.33,0,0,0,8.33,0,8.33,0,0,0,2.78,0,2.78,2.78,0,2.78,5.56,5.56,0,0,0,0,0,0,0,0,0,0
0,1,1,Barman - WM,a smiling middle aged white man stands behind a bar. in front of him are rows of liquors and a glass. there is a bowl of lemons on his bar. the window behind him is shining very brightly with the su,0,1,1,41,9.76,7.32,0,0,0,7.32,0,7.32,4.88,2.44,2.44,0,9.76,0,0,0,9.76,7.32,0,0,0,7.32,0,7.32,2.44,0,0,0,0,2.44,4.88,2.44,2.44,7.32,7.32,0,0,0,0,0,0,0,0,0,0
0,1,1,Barman - WW,Bartender/mixologist,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50
0,1,1,Barman - WW,a female bartender pouring a drink with a big smile on her face.,0,1,0,13,15.38,7.69,0,0,0,7.69,0,0,15.38,7.69,7.69,0,15.38,0,0,15.38,0,15.38,7.69,0,0,7.69,0,7.69,0,0,0,0,0,7.69,0,0,7.69,7.69,7.69,0,0,0,0,0,0,0,0,0,0
0,1,1,Barman - WW,A bartender is smiling while pouring a drink in to a glass.  The wall behind her has three shelves containing glasses and liquor bottles.,0,1,0,24,29.17,4.17,0,0,0,4.17,0,8.33,0,4.17,4.17,0,4.17,0,0,4.17,0,8.33,0,0,0,8.33,0,8.33,0,0,0,0,0,4.17,0,0,4.17,8.33,8.33,0,0,0,0,0,0,0,0,0,0
0,1,1,Barman - WW,A female behind a bar counter that is pouring a cocktail drink as she smile at the camera while she pours. ,0,1,0,21,14.29,9.52,0,0,0,9.52,0,4.76,9.52,4.76,4.76,0,14.29,0,0,14.29,0,14.29,0,0,0,14.29,0,14.29,0,0,0,0,0,4.76,4.76,0,4.76,4.76,4.76,0,0,0,0,0,0,0,0,0,0
0,1,1,Barman - WW,"This woman is a bartender. She has dark brown wavy hair and brown eyes, kind of pale skin. She is thin and pretty. I think she is probably around thirty or maybe older. She has a big smile.",0,1,1,37,8.11,13.51,2.7,0,0,10.81,0,18.92,13.51,5.41,5.41,0,13.51,0,0,13.51,0,5.41,5.41,0,0,0,0,0,0,0,0,0,0,7.89,5.26,0,7.89,15.79,13.16,2.63,0,0,0,0,0,0,0,0,0
0,1,1,Barman - WW,"There is a Caucasian woman pouring a drink in a glass. She has dark curly shoulder length hair and dark eyes. She is smiling welcomingly. She has a gold key necklace, a white short sleeved shirt, an",0,1,1,37,18.92,8.11,0,0,0,8.11,0,13.51,5.41,5.41,5.41,0,13.51,0,0,10.81,0,13.51,10.81,0,0,2.7,0,2.7,0,0,0,0,0,2.7,5.41,5.41,2.7,13.51,8.11,5.41,0,0,0,0,0,0,0,0,0
0,1,1,Barman - WW,A woman that has her hair pinned back that got done mixing a drink and is now pouring it.,0,0,1,19,5.26,5.26,0,0,0,5.26,0,21.05,0,0,0,0,10.53,0,0,10.53,0,5.26,0,0,0,5.26,0,5.26,0,0,0,0,0,0,0,5.26,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0
0,1,1,Fireman - BM,Firefighter,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,Fireman - BM,A young firefighter sitting on the front of the fire truck.,0,0,1,11,18.18,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0
0,1,1,Fireman - BM,"A firefighter is sitting on the front of the fire engine wearing fill gear and holding his helmet.  He seems relaxed, but tired.  ",0,1,0,23,21.74,8.7,0,0,0,8.7,0,17.39,4.35,4.35,4.35,0,8.7,0,0,0,8.7,8.7,4.35,4.35,0,0,0,4.35,0,0,0,0,4.35,0,0,4.35,4.35,13.04,8.7,4.35,0,0,0,0,0,0,0,0,0
0,1,1,Fireman - BM,A black firefighter in turnout gear holding his helmet as he sits on the front of a firetruck. ,0,0,1,18,22.22,11.11,0,0,0,11.11,0,5.56,5.56,0,0,0,11.11,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,5.56,5.56,0,0,0,0,0,0,0,0,0,0
0,1,1,Fireman - BM,"A black male firefighter, dressed in a black and yellow uniform, sits on the back of a red fire engine and stars at the camera. His hat is resting against his side.",0,0,1,32,15.62,6.25,0,0,0,6.25,0,9.38,3.12,0,0,0,9.38,0,0,0,9.38,0,0,0,0,0,0,3.12,0,0,0,0,0,3.12,9.38,6.25,3.12,12.5,6.25,6.25,0,0,0,0,0,0,0,0,0
0,1,1,Fireman - BM,This fireman looks tired. He also looks like someone I used to know. He has light brown skin and short cropped dark hair. He looks like he just came back from fighting a fire.,0,1,1,34,11.76,14.71,2.94,0,0,11.76,0,20.59,8.82,2.94,0,2.94,17.65,0,0,0,11.76,5.88,2.94,2.94,0,0,0,0,0,0,0,0,2.94,5.88,2.94,8.82,11.76,11.76,11.76,0,0,0,0,0,0,0,0,0,0
0,1,1,Fireman - BM,I fire fighter in his gear sitting on the front of a fire truck,0,0,0,14,14.29,14.29,7.14,0,0,7.14,0,7.14,0,7.14,0,7.14,14.29,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,Fireman - BM,There is an African American male fire fighter. He has a serious look on his face and is sitting on the bumper of a red fire truck whose number appears to be 05. He is in a black and yellow fire sui,0,1,1,42,14.29,7.14,0,0,0,7.14,0,19.05,4.76,4.76,0,4.76,14.29,0,0,0,9.52,2.38,2.38,0,0,0,0,0,0,0,0,0,2.38,0,2.38,0,2.38,4.76,4.76,0,0,0,0,0,0,0,0,0,0
0,1,1,Fireman - BW,Firefighter,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,Fireman - BW,A female firefighter with equipment in her hands.,0,0,0,8,25,12.5,0,0,0,12.5,0,0,12.5,0,0,0,25,0,0,25,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0
0,1,1,Fireman - BW,A female firefighter with her helmet and gear on holding a firehose. ,0,0,0,12,25,8.33,0,0,0,8.33,0,0,8.33,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0
0,1,1,Fireman - BW,This is Shaundra Persons. She is standing by a fire truck with a hose in her hand and wearing fire gear and a yellow helmut. She was the first woman firefighter selected to the join the Marshall Fire ,0,0,1,38,18.42,7.89,0,0,0,7.89,0,13.16,0,0,0,0,13.16,0,0,10.53,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0
0,1,1,Fireman - BW,A woman in her fire fighting equipment with a helmet on holding a hose.,0,0,1,14,21.43,7.14,0,0,0,7.14,0,0,0,7.14,0,7.14,21.43,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0
0,1,1,Fireman - BW,"There is an African American woman firefighter dressed to go to a fire. She is standing there with a stern face with the hose pointing in your direction ready to spray. She has a yellow helmet, red ",1,1,1,37,18.92,8.11,0,0,2.7,5.41,0,10.81,2.7,2.7,2.7,0,10.81,0,0,8.11,0,2.7,2.7,0,0,0,0,0,0,0,0,0,2.7,0,0,2.7,2.7,8.11,5.41,2.7,0,0,0,0,0,0,0,0,0
0,1,1,Fireman - WM,Firefighter,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,Fireman - WM,A firefighter standing in front of a firetruck.,0,0,0,8,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0
0,1,1,Fireman - WM,"A firefighter is leaning against the front of the fire engine, wearing full gear.  They seem to be smiling.",0,1,0,19,26.32,5.26,0,0,0,0,5.26,21.05,5.26,5.26,5.26,0,5.26,0,0,0,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0,5.26,5.26,0,5.26,15.79,10.53,5.26,0,0,0,0,0,0,0,0,0
0,1,1,Fireman - WM,A white male firefighter in turnout gear and wearing a helmet leaning against the front of a firetruck looking out in the distant to the left. ,0,0,1,26,30.77,0,0,0,0,0,0,11.54,3.85,0,0,0,3.85,0,0,0,3.85,3.85,3.85,0,0,0,0,0,0,0,0,0,0,0,3.85,3.85,0,3.85,3.85,0,0,0,0,0,0,0,0,0,0
0,1,1,Fireman - WM,A fire fighter standing in front of the truck with gear and helmet on.,0,0,1,14,14.29,0,0,0,0,0,0,0,0,7.14,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0
0,1,1,Fireman - WM,There is a Caucasian male fire fighter standing in front of a red fire truck. He is wearing a black and yellow fire suit with a red helmet on his head. He is standing very relaxed with his hands in ,0,1,1,40,15,10,0,0,0,10,0,10,5,5,2.5,2.5,15,0,0,0,12.5,7.5,7.5,0,0,0,0,2.5,0,0,0,0,0,0,2.5,5,0,5,5,0,0,0,0,0,0,0,0,0,0
0,1,1,Fireman - WM,a middle aged white male firefighter sits on the front of his firetruck. the truck is bright red and silver. he has on a black and yellow uniform with a red helmet. his hands are in his pockets. the,0,0,1,39,10.26,10.26,0,0,0,10.26,0,10.26,10.26,2.56,2.56,0,12.82,0,0,0,12.82,2.56,2.56,0,0,0,0,0,0,0,0,0,0,0,2.56,7.69,0,10.26,10.26,0,0,0,0,0,0,0,0,0,0
0,1,1,Fireman - WW,Firefighter,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,Fireman - WW,A female firefighter carrying a fire hose.,0,0,0,7,28.57,0,0,0,0,0,0,0,14.29,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0
0,1,1,Fireman - WW,"A firefighter is walking away from a fire engine, pulling a hose.  She is wearing full gear and seems to be tired.",0,1,1,22,18.18,4.55,0,0,0,4.55,0,31.82,9.09,0,0,0,4.55,0,0,4.55,0,9.09,4.55,4.55,0,0,0,0,0,0,0,0,4.55,0,0,0,4.55,13.64,9.09,4.55,0,0,0,0,0,0,0,0,0
0,1,1,Fireman - WW,A female firefighter in turnout gear and her helmet is carrying a hose away from a firetruck in the distance. ,0,0,1,20,25,5,0,0,0,5,0,5,5,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0
0,1,1,Fireman - WW,"This firefighter is a woman. She has pale skin, light eyes, and I think blond hair. She is wearing a wedding ring.",0,0,1,22,13.64,13.64,4.55,0,0,9.09,0,27.27,0,0,0,0,18.18,4.55,0,13.64,0,13.64,13.64,0,0,0,0,0,0,0,0,0,0,0,4.55,4.55,0,22.73,13.64,9.09,0,0,0,0,0,0,0,0,0
0,1,1,Fireman - WW,A fire fighter in her gear holding a hose.,0,0,0,9,22.22,11.11,0,0,0,11.11,0,0,0,11.11,0,11.11,22.22,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0
0,1,1,Fireman - WW,There is a Caucasian female firefighter with a serious look with a hose over her left shoulder. She is wearing a yellow fire suit and yellow helmet. There is a red fire truck behind her.,0,1,1,35,14.29,8.57,0,0,0,8.57,0,17.14,8.57,2.86,0,2.86,11.43,0,0,11.43,0,5.71,5.71,0,0,0,0,0,0,0,0,0,2.86,0,0,2.86,2.86,8.57,8.57,0,0,0,0,0,0,0,0,0,0
0,1,1,Police - BM,Police Officer,0,0,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,Police - BM,A police officer standing next to his car smiling with his arms crossed.,0,1,0,13,30.77,15.38,0,0,0,15.38,0,0,7.69,7.69,7.69,0,15.38,0,0,0,15.38,7.69,7.69,0,0,0,7.69,0,0,0,0,0,0,7.69,0,0,7.69,7.69,7.69,0,0,0,0,0,0,0,0,0,0
0,1,1,Police - BM,A police officer is standing by the side of his cruiser with his arms folded over his chest.  His service gun and a walkie talkie are on a belt around his hips.  He seems to be smiling.,0,1,0,37,13.51,16.22,0,0,0,16.22,0,10.81,0,2.7,2.7,0,16.22,0,0,0,16.22,8.11,8.11,0,0,0,5.41,2.7,0,0,0,0,0,2.7,0,0,2.7,8.11,8.11,0,0,0,0,0,0,0,0,0,0
0,1,1,Police - BM,A male police officer with his arms crossed in front of him standing in front of a police car. ,0,0,0,19,15.79,10.53,0,0,0,10.53,0,0,0,0,0,0,15.79,0,0,0,15.79,5.26,5.26,0,0,0,10.53,0,0,0,0,0,0,0,0,0,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0
0,1,1,Police - BM,"This police officer is not fond of pictures. He is only kind of smiling. He has no hair, brown skin, brown eyes, and a mustache. I cannot tell how old he is because he is a man. My best guess would ",0,0,1,40,15,15,5,0,0,10,0,25,10,7.5,7.5,0,15,0,0,0,12.5,5,5,0,0,0,2.5,0,0,0,0,0,0,9.76,0,0,9.76,17.07,9.76,7.32,0,0,0,0,0,0,0,0,0
0,1,1,Police - BM,There is an African American male police officer. He is standing with a smile and has his arms crossed. He is wearing a black uniform and has a black police cruiser behind him with the word Police w,0,1,1,38,21.05,10.53,0,0,0,10.53,0,15.79,0,2.63,2.63,0,13.16,0,0,0,13.16,5.26,5.26,0,0,0,7.89,2.63,0,0,0,0,0,2.63,5.26,2.63,2.63,5.26,5.26,0,0,0,0,0,0,0,0,0,0
0,1,1,Police - BM,A cop that is standing in front of his car with his arms crossed smiling.,0,1,0,15,20,13.33,0,0,0,13.33,0,6.67,0,6.67,6.67,0,13.33,0,0,0,13.33,6.67,6.67,0,0,0,0,0,0,0,0,0,0,6.67,0,0,6.67,6.67,6.67,0,0,0,0,0,0,0,0,0,0
0,1,1,Police - BW,Police Officer,0,0,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,Police - BW,A female police officer standing with her arms crossed.,0,0,0,9,33.33,11.11,0,0,0,11.11,0,0,11.11,0,0,0,22.22,0,0,22.22,0,11.11,11.11,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0
0,1,1,Police - BW,A black female police officer in uniform with her arms crossed in front of her looking stern standing in front of a dark pink backdrop. It appears to be a photograph. ,0,0,1,31,25.81,6.45,0,0,0,6.45,0,9.68,6.45,0,0,0,9.68,0,0,9.68,0,3.23,3.23,0,0,0,3.23,0,0,0,0,0,3.23,0,6.45,3.23,3.23,6.45,6.45,0,0,0,0,0,0,0,0,0,0
0,1,1,Police - BW,It looks like there is something wrong with this picture. It does not look right. This police woman is pretty and has dark skin and dark hair. I think he is married.,0,0,1,32,9.38,6.25,3.12,0,0,3.12,0,25,3.12,6.25,3.12,3.12,9.38,3.12,0,3.12,3.12,3.12,3.12,0,0,0,3.12,0,0,0,0,0,0,6.25,9.38,3.12,9.38,12.5,12.5,0,0,0,0,0,0,0,0,0,0
0,1,1,Police - BW,A woman cop standing with her arms crossed in front of her,0,0,0,12,16.67,16.67,0,0,0,16.67,0,0,0,0,0,0,25,0,0,25,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,Police - BW,There is an African American woman police officer in an all black uniform. She has her walkie talkie holstered on her right shoulder. She is standing there with an angry look and has her arms crosse,0,1,1,36,19.44,13.89,0,0,0,13.89,0,13.89,2.78,2.78,0,2.78,16.67,0,0,16.67,0,5.56,5.56,0,0,0,2.78,0,0,0,0,0,2.78,0,2.78,5.56,5.56,5.56,5.56,0,0,0,0,0,0,0,0,0,0
0,1,1,Police - WM,Police Officer,0,0,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,Police - WM,A police officer standing next to his squad car.,0,0,0,9,22.22,11.11,0,0,0,11.11,0,0,11.11,0,0,0,22.22,0,11.11,0,11.11,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0
0,1,1,Police - WM,A police officer is standing outside next to his cruiser.  His hands are near his belt and you can see a service weapon and walkie talkie on his belt. ,0,0,1,29,17.24,17.24,0,0,3.45,13.79,0,10.34,3.45,3.45,0,3.45,17.24,0,0,0,13.79,3.45,3.45,0,0,0,6.9,3.45,0,0,0,0,0,0,0,0,0,6.9,6.9,0,0,0,0,0,0,0,0,0,0
0,1,1,Police - WM,A white male police officer dressed in uniform with his arms in front of him standing in front of a police car. ,0,0,1,22,18.18,9.09,0,0,0,9.09,0,0,4.55,0,0,0,13.64,0,0,0,13.64,4.55,4.55,0,0,0,9.09,0,0,0,0,0,0,0,0,9.09,0,4.55,4.55,0,0,0,0,0,0,0,0,0,0
0,1,1,Police - WM,A cop standing in front of his cop car with his hands in front of him crossed.,0,0,0,17,11.76,17.65,0,0,0,17.65,0,0,0,0,0,0,17.65,0,0,0,17.65,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0
0,1,1,Police - WM,There is a Caucasian ale police officer with a stern look on his face. He has his hands rest one in the other across his stomach. He is wearing a black uniform with a badge on his right shoulder. Th,0,0,1,40,15,15,0,0,0,15,0,12.5,0,0,0,0,15,0,0,0,15,12.5,12.5,0,0,0,2.5,0,0,0,0,0,2.5,0,2.5,5,5,7.5,7.5,0,0,0,0,0,0,0,0,0,0
0,1,1,Police - WW,Police officer,0,0,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,Police - WW,A female police officer standing in uniform with her arms crossed. ,0,0,1,11,36.36,9.09,0,0,0,9.09,0,0,9.09,0,0,0,18.18,0,0,18.18,0,9.09,9.09,0,0,0,9.09,0,0,0,0,0,0,0,0,9.09,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0
0,1,1,Police - WW,A female police office looking stern with her arms crossed in front of her. ,1,0,0,14,14.29,14.29,0,0,0,14.29,0,7.14,7.14,0,0,0,21.43,0,0,21.43,0,7.14,7.14,0,0,0,14.29,0,0,0,0,0,7.14,0,0,0,7.14,7.14,7.14,0,0,0,0,0,0,0,0,0,0
0,1,1,Police - WW,"This woman is a police officer. She is very pretty. She has tan skin, brown hair and brown eyes. She is maybe somewhere around 25 or thirty years old. She is wearing make up.",0,0,1,34,8.82,11.76,0,0,0,11.76,0,23.53,5.88,2.94,2.94,0,14.71,0,0,14.71,0,8.82,8.82,0,0,0,2.94,0,0,0,0,0,0,2.94,0,0,2.94,17.65,14.71,2.94,0,0,0,0,0,0,0,0,0
